"puesto","empresa","nivel","area","fecha","detalle","dpto","fecha_scraping"
"TOP SYSTEMS: ARQUITECTO DE SOFTWARE (ORIENTADO A SERVICIOS)","ADVICE","Analista","Tecnologías de la información","Hace 6 días ","Desde 1987 generamos soluciones tecnológicas innovadoras, que se constituyen en partes fundamentales del funcionamiento de cada uno de nuestros clientes.  ...","montevideo",2018-12-11 20:23:07
"AYUDANTA","","Auxiliar","Producción","Hace 6 días "," De 18 a 21 años sin experiencia","montevideo",2018-12-11 20:23:07
"ADMINISTRATIVO CONTABLE","Valentina Brasil","Asistente","Finanzas - Contabilidad - Auditoria","Hace 6 días ","Procesamiento y Control de Documentación, Conciliaciones Bancarias y de Proveedores, gestiones administrativas varias Correcto procesamiento y Control de D ...","montevideo",2018-12-11 20:23:07
"BOLETERO","","Auxiliar","Servicios - Oficios","Hace 6 días "," PERSONAL para boletero en desfil es de Carnaval Montevideo.  Con  Cédula y Carnet de Salud y c on sus respectivas fotocopias.","montevideo",2018-12-11 20:23:07
"VENDEDORA","","Ejecutivo Comercial","Ventas - Comercial","Hace 6 días ","  para taller de afilados con vehículo","montevideo",2018-12-11 20:23:07
"OPERARIO","","Peon","Producción","Hace 6 días "," Con libreta de conducir, experiencia en manejo de herramientas portátiles para  instalaciones básicas.","montevideo",2018-12-11 20:23:07
"PEDÍCURA","","Técnico / Especialista","Servicios - Oficios","Hace 6 días "," Con disponibilidad horaria Buena actitud y mucha experiencia","montevideo",2018-12-11 20:23:07
"GUARDIAS DE SEGURIDAD","","Auxiliar","Seguridad - Vigilancia","Hace 6 días "," De 25 a 50 años, con experiencia, para Shopping de Puta del Este. Para temporada.","montevideo",2018-12-11 20:23:07
"MAESTRO AMASADOR","","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 6 días "," MAESTRO Amasador con disponibilidad horaria, con experiencia y referencias","montevideo",2018-12-11 20:23:07
"CADETE CON MOTO.","","Auxiliar","Cadetería - Cobranzas","Hace 6 días ","  RECONOCIDA EMPRESA EN SOLUCIONES ELECTROENERGETICAS BUSCA  NECESITAMOS GENTE PROACTIVA, DINAMICA, CON GANAS DE TRABAJAR. INDISPENSABLE TENER BUENA REL ...","montevideo",2018-12-11 20:23:07
"ATENCION AL MOSTRADOR","","Auxiliar","Servicios - Oficios","Hace 6 días "," ATENCION en mostrador ambos sexos con referencias de sandwicheri a y rotisería","montevideo",2018-12-11 20:23:07
"ASESOR COMERCIAL","ADVICE","Ejecutivo Comercial","Ventas - Comercial","Hace 6 días ","Empresa del rubro automotriz de primer nivel. Personas con fuerte vocación de servicio y que cuenten con un mínimo de tres años de experiencia laboral en  ...","montevideo",2018-12-11 20:23:07
"LIDER DE GRUPO","CREANDO FUTURO","Ejecutivo Comercial","Ventas - Comercial","Hace 6 días ","capacitación personal  permanente para trasmitirlos y motivar a equipos. liderar  y motivar equipos en el área de  ventas y de interrelacionamiento.","montevideo",2018-12-11 20:23:07
"DISTRIBUIDORES","","Auxiliar","Logística - Distribución","Hace 4 días "," DISTRIBUIDORES independientes  para línea para mascotas Rocky. c on cartera de clientes y vehículos.  excelente precio para mayoristas, ","montevideo",2018-12-11 20:23:07
"ALBAÑIL","","Supervisor / Encargado","Producción","Hace 5 días "," albañil","montevideo",2018-12-11 20:23:07
"LIMPIADOR/A POR 15 HORAS SEMANALES","MPM SRL","Peon","Producción","Hace 5 días ","Limpieza de una panadería pequeña ubicada en Pocitos Nuevo. De lunes a viernes 2 horas en la mañana. Sábados 5 horas en la tarde. Limpieza de bandejas, hor ...","montevideo",2018-12-11 20:23:07
"AUXILIAR ADMINISTRATIVO","","Auxiliar","Administración - Secretariado","Hace 5 días "," masculino con conocimientos contables, PC y registración.","montevideo",2018-12-11 20:23:07
"ANIMADOR/A PARA SALON DE FIESTAS INFANTILES","Salón de Fiestas","Otros","Educación - Recreación - Deportes","Hace 5 días ","Pintura de Caras Globología Realizar juegos con los niños según las edades REQUISITOS EXCLUYENTES: BUENA PRESENCIA EXPERIENCIA COMPROBABLE GUSTO POR EL  ...","montevideo",2018-12-11 20:23:07
"AUXILIAR ADMINISTRATIVO","","Auxiliar","Administración - Secretariado","Hace 5 días "," Con experiencia para laboratorio de aná lisis clinicos. horario de 8 a 12 hrs","montevideo",2018-12-11 20:23:07
"VENDEDOR TÉCNICO","A Y B REC. ORGANIZACIONALES","Técnico / Especialista","Salud","Hace 5 días ","Empresa proveedora  del sector Salud, con trayectoria de 23 años en plaza en el área de Laboratorio , orienta su búsqueda hacia un Vendedor -Técnico para r ...","montevideo",2018-12-11 20:23:07
"COCINERO","","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 5 días "," Planchero para Shopping de Las Piedras.","montevideo",2018-12-11 20:23:07
"ATENCIÓN  EN MOSTRADOR DE CONFITERIA .","","Auxiliar","Atención al cliente","Hace 5 días "," contar con experiencia.","montevideo",2018-12-11 20:23:07
"CHOFER DE REPARTO","Importante empresa","Peon","Servicios - Oficios","Hace 5 días ","MANEJO COBRANZAS Libreta de conducir C,D, F Buscamos persona responsable, dinámica y con experiencia en  cargos similares","montevideo",2018-12-11 20:23:07
"VENDEDOR/ASESOR","GOU","Ejecutivo Comercial","Ventas - Comercial","Hace 5 días ","Buscamos vendedores externos para rubro software, se requiere buen dominio del celular, tablet e internet. El perfil del vendedor debe adecuarse para visit ...","montevideo",2018-12-11 20:23:07
"BRUSHINISTA","","Auxiliar","Servicios - Oficios","Hace 5 días "," Con experiencia en salón, sepa manos y pies Para fines de semana","montevideo",2018-12-11 20:23:07
"ADMINISTRATAIVO","","Asistente","Educación - Recreación - Deportes","Hace 5 días "," ADMINISTRATIVO","montevideo",2018-12-11 20:23:07
"MOZO","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 5 días "," Femenino dinámica buena presencia, idiomas, excelente horario laboral,","montevideo",2018-12-11 20:23:07
"LIMPIADORA","","Peon","Producción","Hace 5 días "," Mayor de 45 años Para recinto grande Nacionalidad Venezolana Indicar referencias","montevideo",2018-12-11 20:23:07
"COLORISTA,","","Técnico / Especialista","Servicios - Oficios","Hace 5 días ","  COLORISTA, experiencia en colorimetría corte, peinado y manos, zona  Parque Rodó.","montevideo",2018-12-11 20:23:07
"CHOFER","","Peon","Servicios - Oficios","Hace 5 días "," Para taxi nocturno, efectivo, coche nuevo, con aire, no flota.  ","montevideo",2018-12-11 20:23:07
"CORTADOR PIZZERO","","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 5 días ","  CORTADOR PIZZERO para importante local gastronómico.","montevideo",2018-12-11 20:23:07
"CADETE CON MOTO","","Auxiliar","Cadetería - Cobranzas","Hace 5 días "," CADETE con moto zona Punta  de Rieles, horario de 19 a 01 ","montevideo",2018-12-11 20:23:07
"AUXILIAR DE VENTAS","","Auxiliar","Ventas - Comercial","Hace 5 días "," Para oficina en Montevideo.  Requisitos: licencia deconducir auto vigente excluyente,  conocimiento de inglés excluyente, será considerado y valorado  ...","montevideo",2018-12-11 20:23:07
"JEFE DE RRHH","ADVICE","Jefe","Recursos Humanos","Hace 4 días ","Importante empresa de Agronegocios ubicada en el este del país: Profesionales egresados de carreras de Psicología, Recursos Humanos, Relaciones Laborales  ...","montevideo",2018-12-11 20:23:07
"LIMPIADOR","GRUPO  ONESTA SRL","Auxiliar","Servicios - Oficios","Hace 4 días ","Limpieza-Vidrios-Maquinista El funcionario estará encargado de realizar la limpieza de edificios y oficinas, utilizando los insumos proporcionados por la e ...","montevideo",2018-12-11 20:23:07
