"puesto","empresa","nivel","area","fecha","detalle","fecha_scraping"
"VENDEDOR/A","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 día ","Venta y atención al público. Se valorará conocimientos de inglés y portugués. Inherentes al cargo.",2018-11-24 01:28:53
"IDONEA/O EN FARMACIA","","Técnico / Especialista","Salud","Hace 1 día "," en Ciudad de la Costa.",2018-11-24 01:28:53
"IDONEA/O PARA FARMACIA","","Técnico / Especialista","Salud","Hace 1 día "," en Hipodromo",2018-11-24 01:28:53
"CAJERAS/OS","","Auxiliar","Ventas - Comercial","Hace 1 día "," Para supermercado. Enviar C.V con foto y Referencia Caja.",2018-11-24 01:28:53
"T","","Auxiliar","Producción","Hace 1 día "," TECNICO electromecanico, con experiencia y referencias.",2018-11-24 01:28:53
"CHOFER DE TAXI","SIN NOMBRE","Peon","Servicios - Oficios","Hace 2 días ","CHOFER DE TAXI. 1 PUESTO PARA TURNO DIURNO DE 3 A 15 HS Y 1 PUESTO PARA TURNO NOCTURNO DE 15 A 3 HS. RELEVO PUERTA A PUERTA. LIBRETA CAT. E. CHOFER DE TAXI ...",2018-11-24 01:28:53
"CHOFER","S & U  Consultores","Peon","Servicios - Oficios","Hace 2 días ","CHOFER PROFESIONAL  para empresa de servicios. Edad 25 a 45 años. Buena presencia. Libreta categoría ""E"" emitida por la Intendencia de Montevideo (requisit ...",2018-11-24 01:28:53
"SEÑORA PARA CUIDADO DE DOS NIÑOS Y TAREAS VARIAS","","Auxiliar","Servicios - Oficios","Hace 2 días "," SEÑORA para cuidado de dos niños y tareas varias, excluyente residir en zona Costa de Oro. Enviar CV ",2018-11-24 01:28:53
"OFICIAL MEDIO OFICIAL","","Medio Oficial","Producción","Hace 2 días "," OFICIAL y medio oficial carpintero en aluminio",2018-11-24 01:28:53
"AYUDANTE DE CONFITERIA","","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 14 horas "," con experiencia.",2018-11-24 01:28:53
"CADETE","","Auxiliar","Cadetería - Cobranzas","Hace 14 horas "," CADETE con moto para Pizzería, zona Malvin. Buen sueldo y excelente propina, horario nocturno",2018-11-24 01:28:53
"AUXILIAR ADMINISTRATIVO MASCULINO","","Auxiliar","Administración - Secretariado","Hace 14 horas "," Comercio Mayorista solicita:  Auxiliar Administrativo masculino  Requisitos: 18 a 45 años 1 año de experiencia  Enviar CV a: organiza@adinet.com.u ...",2018-11-24 01:28:53
"OFICIAL PINTOR AUTOMOTRIZ","","Oficial","Producción","Hace 15 horas "," Excluyente con experiencia en pintura de autos.",2018-11-24 01:28:53
"CHOFER","","Peon","Servicios - Oficios","Hace 15 horas "," CHOFER de UBER",2018-11-24 01:28:53
"LIMPIADORA","","Auxiliar","Servicios - Oficios","Hace 15 horas "," Para Super  Zona Piedras Blancas Horario de 15:00 a 23:00 horas Al postularse adjuntar fotocopia de CI",2018-11-24 01:28:53
"CAJERA PARA SUPER","","Auxiliar","Cadetería - Cobranzas","Hace 15 horas "," En barrio Bella Italia Preferentemente con curso aprobado de INEFOP Horario de 15:00 a 23:00 horas Al postularse adjuntar fotocopia de CI",2018-11-24 01:28:53
"ANALISTA PARA ASISTENCIA FUNCIONAL SOFTWARE","","Analista","Tecnologías de la información","Hace 1 día ","Soporte Funcional Software - Productos AyP soft Consultoria de Aplicaciones y Procesos Capacitación a Clientes Configuracion de Nuevos Proyectos Documentac ...",2018-11-24 01:28:53
"VENDEDOR INDEPENDIENTE","Susana Scherz","Ejecutivo Comercial","Ventas - Comercial","Hace 1 día ","Trabajar de forma independiente con su cartera de clientes y con cartera que se le suministrará.  Horario a convenir Cumplir con los objetivos de ventas me ...",2018-11-24 01:28:53
"CARPINTERO","","Técnico / Especialista","Servicios - Oficios","Hace 1 día "," Para hacer sillas a destajo",2018-11-24 01:28:53
"GESTOR","","Asistente","Cadetería - Cobranzas","Hace 1 día "," Para obras de construcción. inscripción y gestión de obras de construcción an tes BPS, MTSS, administración de personal altas y bajas en  obra e industr ...",2018-11-24 01:28:53
"GRUISTA","Serinco Uruguay","Peon","Logística - Distribución","Hace 1 día ","Se busca personal capacitado y con experiencia en manejo de Grúas y maquinaría automotriz tales como Manitou, interesados enviar curriculum con referencias ...",2018-11-24 01:28:53
"CHOFER","","Peon","Servicios - Oficios","Hace 1 día "," Efectivo ambos turnos., libreta E Montevideo, taxi 141, relevo puerta a puerta.",2018-11-24 01:28:53
"COCINERA","","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 día "," Con experiencia que sepa desempeñarse en cocina, responsable, para panadería.",2018-11-24 01:28:53
"CHOFER","","Peon","Servicios - Oficios","Hace 1 día "," chofer",2018-11-24 01:28:53
"PELUQUERO/A","","Técnico / Especialista","Servicios - Oficios","Hace 1 día ","  de 18 a 25 años, con experiencia en corte y barba,",2018-11-24 01:28:53
"AUXILIAR PARA DEPOSITO CON TAREAS DE MANTENIMIENTO","Importante empresa","Auxiliar","Logística - Distribución","Hace 1 día ","Tareas relacionadas a logística de la empresa y tareas de mantenimiento Recibir y controlar mercadería de proveedores Preparar pedidos Ordenar el depósito  ...",2018-11-24 01:28:53
"MOZO","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 día ","Hotel de cadena internacional, solicita mozo para bar y Restaurante . Funciones: Atender y servir al cliente en el bar y en el restaurante, de manera satis ...",2018-11-24 01:28:53
"AYUDANTE DE COCINA","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 día ","Hotel de 3 estrellas de cadena Internacional, solicita ayudante de cocina de 8hs.  •	Lavar y arreglar la vajilla de la cocina según las normas de higiene. ...",2018-11-24 01:28:53
"COORDINADOR","","Supervisor / Encargado","Ventas - Comercial","Hace 1 día "," Para Equipo de Ventas en vía pública.  Se requiere, secundaria completa, operador PC, experiencia en ventas y vehículo.",2018-11-24 01:28:53
"VENDEDOR","","Ejecutivo Comercial","Ventas - Comercial","Hace 9 horas "," De pintura para el interior.",2018-11-24 01:28:53
"EMPRENDEDORES","","Ejecutivo Comercial","Ventas - Comercial","Hace 9 horas "," Instala tu propio negocio Baja inversión Alta rentabilidad Disponibles barrios: Peñarol, Malvín Norte, Cerro Colón, Unión y otros ",2018-11-24 01:28:53
"AUXILIAR DE DEPOSITO Y VENTAS","","Auxiliar","Logística - Distribución","Hace 9 horas "," Con libreta de auto o moto.",2018-11-24 01:28:53
"CONFITERO","","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 9 horas "," CONFITERO con experiencia",2018-11-24 01:28:53
"TURNANTE","","Auxiliar","Salud","Hace 10 horas "," Sexo femenino con experiencia",2018-11-24 01:28:53
"PORTERO","","Auxiliar","Seguridad - Vigilancia","Hace 10 horas ","  se busca personal masculino mayor de 50 años para trabajar en portería de edificio, no puede ser jubilado de industria y comercio.",2018-11-24 01:28:53
"PEÓN","TEREFEL SA","Peon","Servicios - Oficios","Hace 10 horas ","CARGA Y DESCARGA ASIDUIDAD, PUNTUALIDAD Y RESPONSABILIDAD EN LA TAREA ASIGNADA",2018-11-24 01:28:53
"AYUDANTE DE ARQUITECTO","","Asistente","Construcción - Arquitectura","Hace 11 horas "," o estudiante de arquitectura con 3° año aporbado Al postularse indicar aspiraciones salariales",2018-11-24 01:28:53
"COCINERO/ PIZZERO","","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 11 horas "," Para restaurante.",2018-11-24 01:28:53
"AYUDANTE DE DEPOSITO","","Auxiliar","Logística - Distribución","Hace 11 horas "," AYUDANTE deposito y pedidos, dinámica, prolija.. Sueldo nominal $ 15.000",2018-11-24 01:28:53
"BRUSHINISTA","","Auxiliar","Servicios - Oficios","Hace 12 horas "," sepa pies. con experiencia",2018-11-24 01:28:53
"CHOFER PARA TAXI","","Peon","Servicios - Oficios","Hace 12 horas "," Ambos sexos Dueño selecciona Buen ambiente laboral Capacitación",2018-11-24 01:28:53
"EDUCADOR","","Técnico / Especialista","Educación - Recreación - Deportes","Hace 12 horas "," Tallerista en artes plasticas  para club de  niños turno vespertino",2018-11-24 01:28:53
"TRABAJADOR SOCIAL","","Asistente","Trabajo Social – Pasantías","Hace 12 horas "," Para club de niños turno vespertino",2018-11-24 01:28:53
"FIAMBRERA/O","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 12 horas "," Con conocimiento de caja, experiencia en el ramo",2018-11-24 01:28:53
"CHOFER PARA TAXI","","Peon","Servicios - Oficios","Hace 13 horas "," Preferentemente femenino para Montenvideo. Libreta profesional vigente.",2018-11-24 01:28:53
"AYUDANTE DE COCINA","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 13 horas "," Para Restaurante en Las Piedras, que viva en la zona.",2018-11-24 01:28:53
"BOLETERO","","Auxiliar","Servicios - Oficios","Hace 13 horas "," BOLTERO",2018-11-24 01:28:53
"MECANICO AUTOMOTRIZ","","Auxiliar","Servicios - Oficios","Hace 13 horas ","  oficial y medio oficial.",2018-11-24 01:28:53
"JARDINERO","","Técnico / Especialista","Servicios - Oficios","Hace 14 horas "," O ayudante se valora experiencia y referencias.  ",2018-11-24 01:28:53
"COMMUNITY MANAGER","","Analista","Arte - Diseño - Comunicación","Hace 7 horas "," Manager Nuestra búsqueda se orienta a personas entre 20 y 30 años con fo rmación técnica en Diseño Web y/o Grafico. Será necesario  contar con previa ex ...",2018-11-24 01:28:53
"ELECTRICISTA","","Técnico / Especialista","Construcción - Arquitectura","Hace 7 horas "," Tecnicos en alarma con empresa factura con IVA  ",2018-11-24 01:28:53
"ADMINISTRATIVA","","Auxiliar","Administración - Secretariado","Hace 7 horas "," De 25 a 50 años con experienica",2018-11-24 01:28:53
"ATENCION MOSTRADOR","","Auxiliar","Atención al cliente","Hace 7 horas "," En Parque del Plata disponibilidad horaria",2018-11-24 01:28:53
"AUXILIAR","","Auxiliar","Producción","Hace 7 horas "," Auxiliar para reparacion de herramientas varias y mantenimiento, rubro ferreteria.",2018-11-24 01:28:53
"VENDEDOR PARA IMPORTANTE AUTOMOTORA","","Ejecutivo Comercial","Ventas - Comercial","Hace 7 horas "," Vendedor Sólo con experiencia en ventas para automotora.",2018-11-24 01:28:53
"VNDEDOR DE PLAZA","","Ejecutivo Comercial","Ventas - Comercial","Hace 7 horas "," Para ferretería. Experiencia en rubro y libreta conducir. Mayor de 40 años.",2018-11-24 01:28:53
"JEFE DE ADMINISTRACIÓN Y FINANZAS","AUREN","Jefe","Administración - Secretariado","Hace 7 horas ","Auren Capital humano selecciona para empresa retail de gran trayectoria Jefe de Administración y Finanzas.  Orientamos la búsqueda a personas con formació ...",2018-11-24 01:28:53
"ACOMPAÑANTE EN DOMICILIO","Birsul","Auxiliar","Salud","Hace 8 horas ","Acompañante en domicilio de persona mayor, para tareas domésticas (cocina, limpieza, etc.) Puntualidad, buena presencia, buen trato personal. Se busca pref ...",2018-11-24 01:28:53
"CORTADOR","","Auxiliar","Servicios - Oficios","Hace 8 horas "," Zona Buceo",2018-11-24 01:28:53
"MARKETING Y PUBLICIDAD","","Auxiliar","Tecnologías de la información","Hace 8 horas "," Emprendedores",2018-11-24 01:28:53
"VENDEDOR VENDEDORA","","Ejecutivo Comercial","Ventas - Comercial","Hace 8 horas "," VENDEDOR/A, nueva empresa internacional de joyería x catalogo,sistema multinivel. Excelentes comisiones., .",2018-11-24 01:28:53
"CHOFER","","Peon","Servicios - Oficios","Hace 8 horas "," Con libreta  Sin limite de carga Para reparto de huevos",2018-11-24 01:28:53
"CUIDADORA","","Auxiliar","Salud","Hace 8 horas "," Para seña mayor, de 20 hs a 10 am, mensual, inutil sin experiencia con adultos mayores. ",2018-11-24 01:28:53
"VISITADORES MEDICOS","","Ejecutivo Comercial","Ventas - Comercial","Hace 8 horas "," Medicos enfermeros para una propuesta de trabajo muy seria.",2018-11-24 01:28:53
"ENCUESTADOR","","Auxiliar","Marketing - Publicidad","Hace 8 horas "," Ambos sexos para via publica para importante institucion",2018-11-24 01:28:53
"RECEPCIONISTA","","Auxiliar","Administración - Secretariado","Hace 8 horas "," para estudio  contable, hasta 35 años,  excluyente: experiencia en el cargo y conocimientos administrativos.  Buena presencia.",2018-11-24 01:28:53
"ADMINISTRATIVO","","Auxiliar","Administración - Secretariado","Hace 8 horas "," para estudio contable con conocimientos de liquidacion de sueldos y man ejo de Worky.Excluyente: experiencia en el cargo y conocimientos administrativos.",2018-11-24 01:28:53
"AUXILIAR CONTABLE","","Auxiliar","Finanzas - Contabilidad - Auditoria","Hace 8 horas "," Importante Estudio Contable busca estudiantes de las carreras de Cont ador Público o Lic. en Administración cursando 2do o 3er año. Con o sin experiencia ...",2018-11-24 01:28:53
"CHOFER DE TAXI","","Peon","Servicios - Oficios","Hace 9 horas "," sin experiencia , nocturno.",2018-11-24 01:28:53
"PISTEROS","","Auxiliar","Atención al cliente","Hace 5 horas "," Contar con experiencia Se valorará proximidad en la zona Al postularse adjuntar foto",2018-11-24 01:28:53
"BRUSHINISTA (2) EXPERIENTES PARA SALÓN SOBRE 18","","Técnico / Especialista","Servicios - Oficios","Hace 5 horas "," BRUSHINISTA (2) Experientes p/Gran Salón Kerastas s/ 18 de Julio aprox $18/25mil < 24087784 (CV. whassap.",2018-11-24 01:28:53
"AUXILIAR","","Auxiliar","Servicios - Oficios","Hace 5 horas "," Con buena manipulación para tareas varias.  Con libreta de conducir. Hasta 26 años.  Referencias.",2018-11-24 01:28:53
"VENDEDORES/AS","Boyerco","Ejecutivo Comercial","Ventas - Comercial","Hace 5 horas ","IMPORTANTE IMPORTADORA DE PAPEL HIGIÉNICO Y PRODUCTOS DE LIMPIEZA Y LINEA INSTITUCIONAL. BUSCA VENDEDORES/AS EMPRENDEDORAS SIN LIMITE DE EDAD CON EXPERIENC ...",2018-11-24 01:28:53
"SANITARIO","","Técnico / Especialista","Construcción - Arquitectura","Hace 6 horas "," Sanitario electricista que viva en Maldonado ingreso inmediato con referencias",2018-11-24 01:28:53
"CHOFER","","Peon","Servicios - Oficios","Hace 6 horas "," Nuestra busqueda se orienta a personas que posean experiencia previa en tareas de manejo de vehiculos carga y descarga.   Buscamos experiencia como chof ...",2018-11-24 01:28:53
"VENDEDORA","","Ejecutivo Comercial","Ventas - Comercial","Hace 6 horas "," VENDEDORA para importadora mayorista c/ experiencia en venta al público. Manejo de web y office.",2018-11-24 01:28:53
"ATENCION MOSTRADOR","","Auxiliar","Servicios - Oficios","Hace 6 horas "," Sandwicheria y rotiseria",2018-11-24 01:28:53
"INSTALADOR PRACTICO","","Auxiliar","Servicios - Oficios","Hace 6 horas "," En electricidad, cámaras y telefonía. Sueldo liquido $ 18.000.",2018-11-24 01:28:53
"PORTERO","","Auxiliar","Seguridad - Vigilancia","Hace 6 horas "," Para cine. De 25 a 35 años.",2018-11-24 01:28:53
"PEON","","Peon","Logística - Distribución","Hace 6 horas "," PEON p/ deposito, c/ exp. en preparación de pedidos y control, agil y habil en cuentas.",2018-11-24 01:28:53
"CHOFER","","Peon","Servicios - Oficios","Hace 6 horas "," CHOFER de taxi se busca c/experiencia para turno diurno. Buen coch e, relevo puerta a puerta y trato directo con propietario",2018-11-24 01:28:53
"CHAPISTA","","Técnico / Especialista","Servicios - Oficios","Hace 7 horas "," Con experiencia para servicio oficial",2018-11-24 01:28:53
"DEPILACIÓN, MANICURÍA, COSMETOLOGÍA Y MASAJE","Fernando Ortíz","Técnico / Especialista","Servicios - Oficios","Hace 7 horas ","Buscamos para incorporar a nuestro equipo especialista para tareas de gabinete: Depilación, manicuría, cosmetología y masaje. Postulates envíen cv con aspi ...",2018-11-24 01:28:53
"TECNICO EN AIRE ACONDICIONADO","","Técnico / Especialista","Producción","Hace 7 horas "," Con libreta de conducir. Con experiencia y referencias.",2018-11-24 01:28:53
"CADETE CON MOTO","","Auxiliar","Cadetería - Cobranzas","Hace 7 horas "," Para todas las noches Con conocimiento de zona Centro, Pocitos Malvin",2018-11-24 01:28:53
"SERENO","","Auxiliar","Seguridad - Vigilancia","Hace 7 horas "," PARKING necesita Suplente turnante para cubrir azuetos y licencias del personal efectivo. Pref. jubilado (no Ind. y Com.) CV",2018-11-24 01:28:53
"TECNICO ELECTRICISTA","","Asistente","Producción","Hace 7 horas "," Con experiencia con libreta de conducir.",2018-11-24 01:28:53
"LIMPIAVIDRIOS","","Auxiliar","Servicios - Oficios","Hace 7 horas "," Con herramientas y experiencia. De Lunes a Viernes de 9 a 17 hrs. Disponibilidad horaria. ",2018-11-24 01:28:53
"ASISTENTE COMMERCE","","Asistente","Administración - Secretariado","Hace 7 horas "," Buscamos una persona joven y dinámica que  posea experiencia previa atención  cliente de manera on line y en tiendas oficiales. Se valorara experiencia  e ...",2018-11-24 01:28:53
"VENDEDOR PARA AUTOMOTORA","IMPORTANTE AUTOMOTORA","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","EXPERIENCIA EN EL RUBRO TASACIÓN DE USADOS CONOCIMIENTOS DE LA DOCUMENTACIÓN DE VEHÍCULOS BÚSQUEDA PRO-ACTIVA DE POTENCIALES CLIENTES MANEJO DE VENTAS CORP ...",2018-11-24 01:28:53
"AUXILIAR ADMINISTRATIVO","Importante empresa","Auxiliar","Administración - Secretariado","Hace 1 mes ","Manejo fluido de Excel, formación o experiencia en el área. Sera parte del equipo de administración, desarrollando tareas tales como: pago a proveedores, c ...",2018-11-24 01:28:53
"VENTAS","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Buen manejo en el área de: Venta, atención al cliente y marketing. Ventas, At. al cliente y marketing.",2018-11-24 01:28:53
